    1    1    1       618.888687696
    2    1    1       619.267060797
    3    1    1       619.635588697
    4    1    1       620.475953648
    5    1    1       621.045966346
    6    1    1       622.065068877
    7    1    1       621.741996715
    8    1    1       621.881212973
    9    1    1       621.839852607
   10    1    1       621.923691418
   11    1    1       621.920388034
   12    1    1       621.273554945
   13    1    1       620.725940621
   14    1    1       619.697162750
   15    1    1       617.898787909
   16    1    1       615.130368753
   17    1    1       611.143857359
   18    1    1       620.440774601
   19    1    1       613.279206298
   20    1    1       615.908527836
   21    1    1       613.737807219
   22    1    1       613.848427973
   23    1    1       614.461175661
   24    1    1       613.996423871
   25    1    1       614.061687185
   26    1    1       614.950379689
   27    1    1       614.518902623
   28    1    1       614.199720095
   29    1    1       614.970174990
   30    1    1       613.900884679
   31    1    1       614.004071233
   32    1    1       615.863910736
   33    1    1       613.114981469
   34    1    1       620.068547371
   35    1    1       611.361928805
   36    1    1       615.378880261
   37    1    1       618.144448236
   38    1    1       619.717643051
   39    1    1       621.134610638
   40    1    1       621.488148736
   41    1    1       621.605949474
   42    1    1       622.392433887
   43    1    1       622.258506603
   44    1    1       621.679426398
   45    1    1       622.122637516
   46    1    1       622.022474713
   47    1    1       621.648194422
   48    1    1       621.228910949
   49    1    1       619.860381052
   50    1    1       619.359570117
   51    1    1       618.784417231
   52    1    1         0.000000000
    1    2    1       619.419778307
    2    2    1       619.683933937
    3    2    1       620.813479166
    4    2    1       621.408883203
    5    2    1       622.912464650
    6    2    1       624.981928440
    7    2    1       623.312415435
    8    2    1       623.718935405
    9    2    1       625.615395215
   10    2    1       623.488139469
   11    2    1       623.540455470
   12    2    1       624.934770734
   13    2    1       622.484389086
   14    2    1       620.827897062
   15    2    1       618.536869463
   16    2    1       615.668864081
   17    2    1       611.292522949
   18    2    1       618.965701964
   19    2    1       619.637035317
   20    2    1       614.766951110
   21    2    1       628.337070805
   22    2    1       630.522542931
   23    2    1       617.182869156
   24    2    1       629.619095628
   25    2    1       630.213192185
   26    2    1       617.172107570
   27    2    1       629.792261348
   28    2    1       630.571224234
   29    2    1       617.284474090
   30    2    1       630.236840327
   31    2    1       628.946792711
   32    2    1       615.087360528
   33    2    1       618.869590884
   34    2    1       619.291465523
   35    2    1       611.112154846
   36    2    1       615.554363311
   37    2    1       618.894454556
   38    2    1       620.827449091
   39    2    1       622.841592010
   40    2    1       624.734111126
   41    2    1       623.663687602
   42    2    1       623.583848519
   43    2    1       624.635411711
   44    2    1       623.661718448
   45    2    1       623.342053709
   46    2    1       625.200810541
   47    2    1       623.040865591
   48    2    1       622.168743268
   49    2    1       620.537800584
   50    2    1       619.965516819
   51    2    1       618.466834245
   52    2    1         0.000000000
    1    3    1       620.403714038
    2    3    1       620.578685436
    3    3    1       622.546067229
    4    3    1       625.300501224
    5    3    1       626.706524921
    6    3    1       560.501575508
    7    3    1       625.828595577
    8    3    1       626.675123095
    9    3    1       560.499004832
   10    3    1       625.947347544
   11    3    1       626.266112233
   12    3    1       560.502167267
   13    3    1       626.429215833
   14    3    1       624.358114839
   15    3    1       620.204159930
   16    3    1       616.305813259
   17    3    1       611.186057494
   18    3    1       626.056726856
   19    3    1       616.952589731
   20    3    1       631.044101010
   21    3    1       632.432249553
   22    3    1       634.973569408
   23    3    1       560.498932552
   24    3    1       631.806725320
   25    3    1       631.070055770
   26    3    1       560.487221998
   27    3    1       631.578090132
   28    3    1       632.641573880
   29    3    1       560.500425470
   30    3    1       634.800571210
   31    3    1       632.603559763
   32    3    1       631.178884883
   33    3    1       617.241156520
   34    3    1       626.288898822
   35    3    1       610.789926242
   36    3    1       615.813813487
   37    3    1       619.977618502
   38    3    1       624.231952831
   39    3    1       626.374525986
   40    3    1       560.500602130
   41    3    1       626.018511609
   42    3    1       625.973180458
   43    3    1       560.497681396
   44    3    1       626.305338074
   45    3    1       626.303710659
   46    3    1       560.502202053
   47    3    1       626.567288728
   48    3    1       625.341503914
   49    3    1       622.402442512
   50    3    1       620.651730375
   51    3    1       619.490986274
   52    3    1         0.000000000
    1    4    1       620.837435483
    2    4    1       622.308153884
    3    4    1       625.571086112
    4    4    1       560.507332751
    5    4    1       627.940868086
    6    4    1       627.548433996
    7    4    1       625.365741193
    8    4    1       624.871032024
    9    4    1       626.757239651
   10    4    1       625.332222875
   11    4    1       625.966285335
   12    4    1       627.948151525
   13    4    1       627.736871110
   14    4    1       560.497547716
   15    4    1       623.206980045
   16    4    1       616.958371991
   17    4    1       611.205812543
   18    4    1       625.656132036
   19    4    1       632.751562956
   20    4    1       633.609935522
   21    4    1       560.527659914
   22    4    1       634.996723706
   23    4    1       632.375841945
   24    4    1       627.992707245
   25    4    1       627.991510996
   26    4    1       630.747860923
   27    4    1       627.748262525
   28    4    1       628.681278450
   29    4    1       632.419239398
   30    4    1       634.623094689
   31    4    1       560.529335124
   32    4    1       634.472673786
   33    4    1       633.359941045
   34    4    1       626.016210938
   35    4    1       611.524307045
   36    4    1       617.026738015
   37    4    1       622.724481308
   38    4    1       560.498095728
   39    4    1       627.885144186
   40    4    1       627.221688903
   41    4    1       625.112651937
   42    4    1       625.101633497
   43    4    1       626.895153487
   44    4    1       625.163432974
   45    4    1       625.340650829
   46    4    1       627.588071707
   47    4    1       627.725390546
   48    4    1       560.506248500
   49    4    1       625.528530306
   50    4    1       621.960339555
   51    4    1       620.207596341
   52    4    1         0.000000000
    1    5    1       621.439750482
    2    5    1       623.169768474
    3    5    1       627.502251222
    4    5    1       627.980873873
    5    5    1       627.145368409
    6    5    1       628.117629362
    7    5    1       625.439857351
    8    5    1       625.242813570
    9    5    1       627.153761201
   10    5    1       625.557889732
   11    5    1       625.592692503
   12    5    1       627.902413075
   13    5    1       626.334607075
   14    5    1       627.006911158
